Year,Disease,Number of reported cases,"Rate per 100,000"
1981,West Nile Virus Infection,,
1982,West Nile Virus Infection,,
1983,West Nile Virus Infection,,
1984,West Nile Virus Infection,,
1985,West Nile Virus Infection,,
1986,West Nile Virus Infection,,
1987,West Nile Virus Infection,,
1988,West Nile Virus Infection,,
1989,West Nile Virus Infection,,
1990,West Nile Virus Infection,,
1991,West Nile Virus Infection,,
1992,West Nile Virus Infection,,
1993,West Nile Virus Infection,,
1994,West Nile Virus Infection,,
1995,West Nile Virus Infection,,
1996,West Nile Virus Infection,,
1997,West Nile Virus Infection,,
1998,West Nile Virus Infection,,
1999,West Nile Virus Infection,,
2000,West Nile Virus Infection,,
2001,West Nile Virus Infection,,
2002,West Nile Virus Infection,,
2003,West Nile Virus Infection,1488,4.7
2004,West Nile Virus Infection,32,0.1
2005,West Nile Virus Infection,238,0.74
2006,West Nile Virus Infection,151,0.46
2007,West Nile Virus Infection,2401,7.3
2008,West Nile Virus Infection,37,0.11
2009,West Nile Virus Infection,14,0.04
2010,West Nile Virus Infection,5,0.01
2011,West Nile Virus Infection,124,0.36
2012,West Nile Virus Infection,454,1.31
2013,West Nile Virus Infection,114,0.32
2014,West Nile Virus Infection,23,0.06
2015,West Nile Virus Infection,84,0.24
2016,West Nile Virus Infection,162,0.45
2017,West Nile Virus Infection,202,0.55
2018,West Nile Virus Infection,437,1.18
2019,West Nile Virus Infection,43,0.11
2020,West Nile Virus Infection,163,0.43
2021,West Nile Virus Infection,45,0.12
1924,Severe Acute Respiratory Syndrome,,
1925,Severe Acute Respiratory Syndrome,,
1926,Severe Acute Respiratory Syndrome,,
1927,Severe Acute Respiratory Syndrome,,
1928,Severe Acute Respiratory Syndrome,,
1929,Severe Acute Respiratory Syndrome,,
1930,Severe Acute Respiratory Syndrome,,
1931,Severe Acute Respiratory Syndrome,,
1932,Severe Acute Respiratory Syndrome,,
1933,Severe Acute Respiratory Syndrome,,
1934,Severe Acute Respiratory Syndrome,,
1935,Severe Acute Respiratory Syndrome,,
1936,Severe Acute Respiratory Syndrome,,
1937,Severe Acute Respiratory Syndrome,,
1938,Severe Acute Respiratory Syndrome,,
1939,Severe Acute Respiratory Syndrome,,
1940,Severe Acute Respiratory Syndrome,,
1941,Severe Acute Respiratory Syndrome,,
1942,Severe Acute Respiratory Syndrome,,
1943,Severe Acute Respiratory Syndrome,,
1944,Severe Acute Respiratory Syndrome,,
1945,Severe Acute Respiratory Syndrome,,
1946,Severe Acute Respiratory Syndrome,,
1947,Severe Acute Respiratory Syndrome,,
1948,Severe Acute Respiratory Syndrome,,
1949,Severe Acute Respiratory Syndrome,,
1950,Severe Acute Respiratory Syndrome,,
1951,Severe Acute Respiratory Syndrome,,
1952,Severe Acute Respiratory Syndrome,,
1953,Severe Acute Respiratory Syndrome,,
1954,Severe Acute Respiratory Syndrome,,
1955,Severe Acute Respiratory Syndrome,,
1956,Severe Acute Respiratory Syndrome,,
1957,Severe Acute Respiratory Syndrome,,
1958,Severe Acute Respiratory Syndrome,,
1959,Severe Acute Respiratory Syndrome,,
1960,Severe Acute Respiratory Syndrome,,
1961,Severe Acute Respiratory Syndrome,,
1962,Severe Acute Respiratory Syndrome,,
1963,Severe Acute Respiratory Syndrome,,
1964,Severe Acute Respiratory Syndrome,,
1965,Severe Acute Respiratory Syndrome,,
1966,Severe Acute Respiratory Syndrome,,
1967,Severe Acute Respiratory Syndrome,,
1968,Severe Acute Respiratory Syndrome,,
1969,Severe Acute Respiratory Syndrome,,
1970,Severe Acute Respiratory Syndrome,,
1971,Severe Acute Respiratory Syndrome,,
1972,Severe Acute Respiratory Syndrome,,
1973,Severe Acute Respiratory Syndrome,,
1974,Severe Acute Respiratory Syndrome,,
1975,Severe Acute Respiratory Syndrome,,
1976,Severe Acute Respiratory Syndrome,,
1977,Severe Acute Respiratory Syndrome,,
1978,Severe Acute Respiratory Syndrome,,
1979,Severe Acute Respiratory Syndrome,,
1980,Severe Acute Respiratory Syndrome,,
1981,Severe Acute Respiratory Syndrome,,
1982,Severe Acute Respiratory Syndrome,,
1983,Severe Acute Respiratory Syndrome,,
1984,Severe Acute Respiratory Syndrome,,
1985,Severe Acute Respiratory Syndrome,,
1986,Severe Acute Respiratory Syndrome,,
1987,Severe Acute Respiratory Syndrome,,
1988,Severe Acute Respiratory Syndrome,,
1989,Severe Acute Respiratory Syndrome,,
1990,Severe Acute Respiratory Syndrome,,
1991,Severe Acute Respiratory Syndrome,,
1992,Severe Acute Respiratory Syndrome,,
1993,Severe Acute Respiratory Syndrome,,
1994,Severe Acute Respiratory Syndrome,,
1995,Severe Acute Respiratory Syndrome,,
1996,Severe Acute Respiratory Syndrome,,
1997,Severe Acute Respiratory Syndrome,,
1998,Severe Acute Respiratory Syndrome,,
1999,Severe Acute Respiratory Syndrome,,
2000,Severe Acute Respiratory Syndrome,,
2001,Severe Acute Respiratory Syndrome,,
2002,Severe Acute Respiratory Syndrome,,
2003,Severe Acute Respiratory Syndrome,,
2004,Severe Acute Respiratory Syndrome,0,0
2005,Severe Acute Respiratory Syndrome,0,0
2006,Severe Acute Respiratory Syndrome,0,0
2007,Severe Acute Respiratory Syndrome,0,0
2008,Severe Acute Respiratory Syndrome,0,0
2009,Severe Acute Respiratory Syndrome,0,0
2010,Severe Acute Respiratory Syndrome,0,0
2011,Severe Acute Respiratory Syndrome,0,0
2012,Severe Acute Respiratory Syndrome,0,0
2013,Severe Acute Respiratory Syndrome,0,0
2014,Severe Acute Respiratory Syndrome,0,0
2015,Severe Acute Respiratory Syndrome,0,0
2016,Severe Acute Respiratory Syndrome,0,0
2017,Severe Acute Respiratory Syndrome,0,0
2018,Severe Acute Respiratory Syndrome,0,0
2019,Severe Acute Respiratory Syndrome,0,0
2020,Severe Acute Respiratory Syndrome,0,0
2021,Severe Acute Respiratory Syndrome,0,0
1924,Clostridium difficile Associated Diarrhea,,
1925,Clostridium difficile Associated Diarrhea,,
1926,Clostridium difficile Associated Diarrhea,,
1927,Clostridium difficile Associated Diarrhea,,
1928,Clostridium difficile Associated Diarrhea,,
1929,Clostridium difficile Associated Diarrhea,,
1930,Clostridium difficile Associated Diarrhea,,
1931,Clostridium difficile Associated Diarrhea,,
1932,Clostridium difficile Associated Diarrhea,,
1933,Clostridium difficile Associated Diarrhea,,
1934,Clostridium difficile Associated Diarrhea,,
1935,Clostridium difficile Associated Diarrhea,,
1936,Clostridium difficile Associated Diarrhea,,
1937,Clostridium difficile Associated Diarrhea,,
1938,Clostridium difficile Associated Diarrhea,,
1939,Clostridium difficile Associated Diarrhea,,
1940,Clostridium difficile Associated Diarrhea,,
1941,Clostridium difficile Associated Diarrhea,,
1942,Clostridium difficile Associated Diarrhea,,
1943,Clostridium difficile Associated Diarrhea,,
1944,Clostridium difficile Associated Diarrhea,,
1945,Clostridium difficile Associated Diarrhea,,
1946,Clostridium difficile Associated Diarrhea,,
1947,Clostridium difficile Associated Diarrhea,,
1948,Clostridium difficile Associated Diarrhea,,
1949,Clostridium difficile Associated Diarrhea,,
1950,Clostridium difficile Associated Diarrhea,,
1951,Clostridium difficile Associated Diarrhea,,
1952,Clostridium difficile Associated Diarrhea,,
1953,Clostridium difficile Associated Diarrhea,,
1954,Clostridium difficile Associated Diarrhea,,
1955,Clostridium difficile Associated Diarrhea,,
1956,Clostridium difficile Associated Diarrhea,,
1957,Clostridium difficile Associated Diarrhea,,
1958,Clostridium difficile Associated Diarrhea,,
1959,Clostridium difficile Associated Diarrhea,,
1960,Clostridium difficile Associated Diarrhea,,
1961,Clostridium difficile Associated Diarrhea,,
1962,Clostridium difficile Associated Diarrhea,,
1963,Clostridium difficile Associated Diarrhea,,
1964,Clostridium difficile Associated Diarrhea,,
1965,Clostridium difficile Associated Diarrhea,,
1966,Clostridium difficile Associated Diarrhea,,
1967,Clostridium difficile Associated Diarrhea,,
1968,Clostridium difficile Associated Diarrhea,,
1969,Clostridium difficile Associated Diarrhea,,
1970,Clostridium difficile Associated Diarrhea,,
1971,Clostridium difficile Associated Diarrhea,,
1972,Clostridium difficile Associated Diarrhea,,
1973,Clostridium difficile Associated Diarrhea,,
1974,Clostridium difficile Associated Diarrhea,,
1975,Clostridium difficile Associated Diarrhea,,
1976,Clostridium difficile Associated Diarrhea,,
1977,Clostridium difficile Associated Diarrhea,,
1978,Clostridium difficile Associated Diarrhea,,
1979,Clostridium difficile Associated Diarrhea,,
1980,Clostridium difficile Associated Diarrhea,,
1981,Clostridium difficile Associated Diarrhea,,
1982,Clostridium difficile Associated Diarrhea,,
1983,Clostridium difficile Associated Diarrhea,,
1984,Clostridium difficile Associated Diarrhea,,
1985,Clostridium difficile Associated Diarrhea,,
1986,Clostridium difficile Associated Diarrhea,,
1987,Clostridium difficile Associated Diarrhea,,
1988,Clostridium difficile Associated Diarrhea,,
1989,Clostridium difficile Associated Diarrhea,,
1990,Clostridium difficile Associated Diarrhea,,
1991,Clostridium difficile Associated Diarrhea,,
1992,Clostridium difficile Associated Diarrhea,,
1993,Clostridium difficile Associated Diarrhea,,
1994,Clostridium difficile Associated Diarrhea,,
1995,Clostridium difficile Associated Diarrhea,,
1996,Clostridium difficile Associated Diarrhea,,
1997,Clostridium difficile Associated Diarrhea,,
1998,Clostridium difficile Associated Diarrhea,,
1999,Clostridium difficile Associated Diarrhea,,
2000,Clostridium difficile Associated Diarrhea,,
2001,Clostridium difficile Associated Diarrhea,,
2002,Clostridium difficile Associated Diarrhea,,
2003,Clostridium difficile Associated Diarrhea,,
2004,Clostridium difficile Associated Diarrhea,,
2005,Clostridium difficile Associated Diarrhea,,
2006,Clostridium difficile Associated Diarrhea,,
2007,Clostridium difficile Associated Diarrhea,,
2008,Clostridium difficile Associated Diarrhea,,
2009,Clostridium difficile Associated Diarrhea,855,68.31
2010,Clostridium difficile Associated Diarrhea,837,66.21
2011,Clostridium difficile Associated Diarrhea,1222,62.79
2012,Clostridium difficile Associated Diarrhea,5231,77.12
2013,Clostridium difficile Associated Diarrhea,6204,89.43
2014,Clostridium difficile Associated Diarrhea,6284,89.08
2015,Clostridium difficile Associated Diarrhea,7030,98.63
2016,Clostridium difficile Associated Diarrhea,7512,104.15
2017,Clostridium difficile Associated Diarrhea,7228,99.16
2018,Clostridium difficile Associated Diarrhea,7361,90.38
2019,Clostridium difficile Associated Diarrhea,6575,85.13
2020,Clostridium difficile Associated Diarrhea,6370,81.15
2021,Clostridium difficile Associated Diarrhea,6455,81.6
1924,Norovirus Infection,,
1925,Norovirus Infection,,
1926,Norovirus Infection,,
1927,Norovirus Infection,,
1928,Norovirus Infection,,
1929,Norovirus Infection,,
1930,Norovirus Infection,,
1931,Norovirus Infection,,
1932,Norovirus Infection,,
1933,Norovirus Infection,,
1934,Norovirus Infection,,
1935,Norovirus Infection,,
1936,Norovirus Infection,,
1937,Norovirus Infection,,
1938,Norovirus Infection,,
1939,Norovirus Infection,,
1940,Norovirus Infection,,
1941,Norovirus Infection,,
1942,Norovirus Infection,,
1943,Norovirus Infection,,
1944,Norovirus Infection,,
1945,Norovirus Infection,,
1946,Norovirus Infection,,
1947,Norovirus Infection,,
1948,Norovirus Infection,,
1949,Norovirus Infection,,
1950,Norovirus Infection,,
1951,Norovirus Infection,,
1952,Norovirus Infection,,
1953,Norovirus Infection,,
1954,Norovirus Infection,,
1955,Norovirus Infection,,
1956,Norovirus Infection,,
1957,Norovirus Infection,,
1958,Norovirus Infection,,
1959,Norovirus Infection,,
1960,Norovirus Infection,,
1961,Norovirus Infection,,
1962,Norovirus Infection,,
1963,Norovirus Infection,,
1964,Norovirus Infection,,
1965,Norovirus Infection,,
1966,Norovirus Infection,,
1967,Norovirus Infection,,
1968,Norovirus Infection,,
1969,Norovirus Infection,,
1970,Norovirus Infection,,
1971,Norovirus Infection,,
1972,Norovirus Infection,,
1973,Norovirus Infection,,
1974,Norovirus Infection,,
1975,Norovirus Infection,,
1976,Norovirus Infection,,
1977,Norovirus Infection,,
1978,Norovirus Infection,,
1979,Norovirus Infection,,
1980,Norovirus Infection,,
1981,Norovirus Infection,,
1982,Norovirus Infection,,
1983,Norovirus Infection,,
1984,Norovirus Infection,,
1985,Norovirus Infection,,
1986,Norovirus Infection,,
1987,Norovirus Infection,,
1988,Norovirus Infection,,
1989,Norovirus Infection,,
1990,Norovirus Infection,,
1991,Norovirus Infection,,
1992,Norovirus Infection,,
1993,Norovirus Infection,,
1994,Norovirus Infection,,
1995,Norovirus Infection,,
1996,Norovirus Infection,,
1997,Norovirus Infection,,
1998,Norovirus Infection,,
1999,Norovirus Infection,,
2000,Norovirus Infection,,
2001,Norovirus Infection,,
2002,Norovirus Infection,,
2003,Norovirus Infection,,
2004,Norovirus Infection,,
2005,Norovirus Infection,,
2006,Norovirus Infection,,
2007,Norovirus Infection,0,0
2008,Norovirus Infection,0,0
2009,Norovirus Infection,45,8.19
2010,Norovirus Infection,164,29.53
2011,Norovirus Infection,57,10.19
2012,Norovirus Infection,454,10.24
2013,Norovirus Infection,346,7.55
2014,Norovirus Infection,407,8.69
2015,Norovirus Infection,408,8.6
2016,Norovirus Infection,401,8.35
2017,Norovirus Infection,273,5.63
2018,Norovirus Infection,560,11.42
2019,Norovirus Infection,372,8.37
2020,Norovirus Infection,158,3.51
2021,Norovirus Infection,199,4.4
1924,Paralytic Shellfish Poisoning,,
1925,Paralytic Shellfish Poisoning,,
1926,Paralytic Shellfish Poisoning,,
1927,Paralytic Shellfish Poisoning,,
1928,Paralytic Shellfish Poisoning,,
1929,Paralytic Shellfish Poisoning,,
1930,Paralytic Shellfish Poisoning,,
1931,Paralytic Shellfish Poisoning,,
1932,Paralytic Shellfish Poisoning,,
1933,Paralytic Shellfish Poisoning,,
1934,Paralytic Shellfish Poisoning,,
1935,Paralytic Shellfish Poisoning,,
1936,Paralytic Shellfish Poisoning,,
1937,Paralytic Shellfish Poisoning,,
1938,Paralytic Shellfish Poisoning,,
1939,Paralytic Shellfish Poisoning,,
1940,Paralytic Shellfish Poisoning,,
1941,Paralytic Shellfish Poisoning,,
1942,Paralytic Shellfish Poisoning,,
1943,Paralytic Shellfish Poisoning,,
1944,Paralytic Shellfish Poisoning,,
1945,Paralytic Shellfish Poisoning,,
1946,Paralytic Shellfish Poisoning,,
1947,Paralytic Shellfish Poisoning,,
1948,Paralytic Shellfish Poisoning,,
1949,Paralytic Shellfish Poisoning,,
1950,Paralytic Shellfish Poisoning,,
1951,Paralytic Shellfish Poisoning,,
1952,Paralytic Shellfish Poisoning,,
1953,Paralytic Shellfish Poisoning,,
1954,Paralytic Shellfish Poisoning,,
1955,Paralytic Shellfish Poisoning,,
1956,Paralytic Shellfish Poisoning,,
1957,Paralytic Shellfish Poisoning,,
1958,Paralytic Shellfish Poisoning,,
1959,Paralytic Shellfish Poisoning,,
1960,Paralytic Shellfish Poisoning,,
1961,Paralytic Shellfish Poisoning,,
1962,Paralytic Shellfish Poisoning,,
1963,Paralytic Shellfish Poisoning,,
1964,Paralytic Shellfish Poisoning,,
1965,Paralytic Shellfish Poisoning,,
1966,Paralytic Shellfish Poisoning,,
1967,Paralytic Shellfish Poisoning,,
1968,Paralytic Shellfish Poisoning,,
1969,Paralytic Shellfish Poisoning,,
1970,Paralytic Shellfish Poisoning,,
1971,Paralytic Shellfish Poisoning,,
1972,Paralytic Shellfish Poisoning,,
1973,Paralytic Shellfish Poisoning,,
1974,Paralytic Shellfish Poisoning,,
1975,Paralytic Shellfish Poisoning,,
1976,Paralytic Shellfish Poisoning,,
1977,Paralytic Shellfish Poisoning,,
1978,Paralytic Shellfish Poisoning,,
1979,Paralytic Shellfish Poisoning,,
1980,Paralytic Shellfish Poisoning,,
1981,Paralytic Shellfish Poisoning,,
1982,Paralytic Shellfish Poisoning,,
1983,Paralytic Shellfish Poisoning,,
1984,Paralytic Shellfish Poisoning,,
1985,Paralytic Shellfish Poisoning,,
1986,Paralytic Shellfish Poisoning,,
1987,Paralytic Shellfish Poisoning,,
1988,Paralytic Shellfish Poisoning,,
1989,Paralytic Shellfish Poisoning,,
1990,Paralytic Shellfish Poisoning,,
1991,Paralytic Shellfish Poisoning,,
1992,Paralytic Shellfish Poisoning,,
1993,Paralytic Shellfish Poisoning,,
1994,Paralytic Shellfish Poisoning,,
1995,Paralytic Shellfish Poisoning,,
1996,Paralytic Shellfish Poisoning,,
1997,Paralytic Shellfish Poisoning,,
1998,Paralytic Shellfish Poisoning,,
1999,Paralytic Shellfish Poisoning,,
2000,Paralytic Shellfish Poisoning,,
2001,Paralytic Shellfish Poisoning,,
2002,Paralytic Shellfish Poisoning,,
2003,Paralytic Shellfish Poisoning,,
2004,Paralytic Shellfish Poisoning,,
2005,Paralytic Shellfish Poisoning,,
2006,Paralytic Shellfish Poisoning,,
2007,Paralytic Shellfish Poisoning,0,0
2008,Paralytic Shellfish Poisoning,0,0
2009,Paralytic Shellfish Poisoning,0,0
2010,Paralytic Shellfish Poisoning,0,0
2011,Paralytic Shellfish Poisoning,0,0
2012,Paralytic Shellfish Poisoning,0,0
2013,Paralytic Shellfish Poisoning,0,0
2014,Paralytic Shellfish Poisoning,0,0
2015,Paralytic Shellfish Poisoning,0,0
2016,Paralytic Shellfish Poisoning,0,0
2017,Paralytic Shellfish Poisoning,0,0
2018,Paralytic Shellfish Poisoning,2,0.01
2019,Paralytic Shellfish Poisoning,3,0.01
2020,Paralytic Shellfish Poisoning,0,0
2021,Paralytic Shellfish Poisoning,0,0
1924,"Haemophilus influenzae Disease, non-b, Invasive ",,
1925,"Haemophilus influenzae Disease, non-b, Invasive ",,
1926,"Haemophilus influenzae Disease, non-b, Invasive ",,
1927,"Haemophilus influenzae Disease, non-b, Invasive ",,
1928,"Haemophilus influenzae Disease, non-b, Invasive ",,
1929,"Haemophilus influenzae Disease, non-b, Invasive ",,
1930,"Haemophilus influenzae Disease, non-b, Invasive ",,
1931,"Haemophilus influenzae Disease, non-b, Invasive ",,
1932,"Haemophilus influenzae Disease, non-b, Invasive ",,
1933,"Haemophilus influenzae Disease, non-b, Invasive ",,
1934,"Haemophilus influenzae Disease, non-b, Invasive ",,
1935,"Haemophilus influenzae Disease, non-b, Invasive ",,
1936,"Haemophilus influenzae Disease, non-b, Invasive ",,
1937,"Haemophilus influenzae Disease, non-b, Invasive ",,
1938,"Haemophilus influenzae Disease, non-b, Invasive ",,
1939,"Haemophilus influenzae Disease, non-b, Invasive ",,
1940,"Haemophilus influenzae Disease, non-b, Invasive ",,
1941,"Haemophilus influenzae Disease, non-b, Invasive ",,
1942,"Haemophilus influenzae Disease, non-b, Invasive ",,
1943,"Haemophilus influenzae Disease, non-b, Invasive ",,
1944,"Haemophilus influenzae Disease, non-b, Invasive ",,
1945,"Haemophilus influenzae Disease, non-b, Invasive ",,
1946,"Haemophilus influenzae Disease, non-b, Invasive ",,
1947,"Haemophilus influenzae Disease, non-b, Invasive ",,
1948,"Haemophilus influenzae Disease, non-b, Invasive ",,
1949,"Haemophilus influenzae Disease, non-b, Invasive ",,
1950,"Haemophilus influenzae Disease, non-b, Invasive ",,
1951,"Haemophilus influenzae Disease, non-b, Invasive ",,
1952,"Haemophilus influenzae Disease, non-b, Invasive ",,
1953,"Haemophilus influenzae Disease, non-b, Invasive ",,
1954,"Haemophilus influenzae Disease, non-b, Invasive ",,
1955,"Haemophilus influenzae Disease, non-b, Invasive ",,
1956,"Haemophilus influenzae Disease, non-b, Invasive ",,
1957,"Haemophilus influenzae Disease, non-b, Invasive ",,
1958,"Haemophilus influenzae Disease, non-b, Invasive ",,
1959,"Haemophilus influenzae Disease, non-b, Invasive ",,
1960,"Haemophilus influenzae Disease, non-b, Invasive ",,
1961,"Haemophilus influenzae Disease, non-b, Invasive ",,
1962,"Haemophilus influenzae Disease, non-b, Invasive ",,
1963,"Haemophilus influenzae Disease, non-b, Invasive ",,
1964,"Haemophilus influenzae Disease, non-b, Invasive ",,
1965,"Haemophilus influenzae Disease, non-b, Invasive ",,
1966,"Haemophilus influenzae Disease, non-b, Invasive ",,
1967,"Haemophilus influenzae Disease, non-b, Invasive ",,
1968,"Haemophilus influenzae Disease, non-b, Invasive ",,
1969,"Haemophilus influenzae Disease, non-b, Invasive ",,
1970,"Haemophilus influenzae Disease, non-b, Invasive ",,
1971,"Haemophilus influenzae Disease, non-b, Invasive ",,
1972,"Haemophilus influenzae Disease, non-b, Invasive ",,
1973,"Haemophilus influenzae Disease, non-b, Invasive ",,
1974,"Haemophilus influenzae Disease, non-b, Invasive ",,
1975,"Haemophilus influenzae Disease, non-b, Invasive ",,
1976,"Haemophilus influenzae Disease, non-b, Invasive ",,
1977,"Haemophilus influenzae Disease, non-b, Invasive ",,
1978,"Haemophilus influenzae Disease, non-b, Invasive ",,
1979,"Haemophilus influenzae Disease, non-b, Invasive ",,
1980,"Haemophilus influenzae Disease, non-b, Invasive ",,
1981,"Haemophilus influenzae Disease, non-b, Invasive ",,
1982,"Haemophilus influenzae Disease, non-b, Invasive ",,
1983,"Haemophilus influenzae Disease, non-b, Invasive ",,
1984,"Haemophilus influenzae Disease, non-b, Invasive ",,
1985,"Haemophilus influenzae Disease, non-b, Invasive ",,
1986,"Haemophilus influenzae Disease, non-b, Invasive ",,
1987,"Haemophilus influenzae Disease, non-b, Invasive ",,
1988,"Haemophilus influenzae Disease, non-b, Invasive ",,
1989,"Haemophilus influenzae Disease, non-b, Invasive ",,
1990,"Haemophilus influenzae Disease, non-b, Invasive ",,
1991,"Haemophilus influenzae Disease, non-b, Invasive ",,
1992,"Haemophilus influenzae Disease, non-b, Invasive ",,
1993,"Haemophilus influenzae Disease, non-b, Invasive ",,
1994,"Haemophilus influenzae Disease, non-b, Invasive ",,
1995,"Haemophilus influenzae Disease, non-b, Invasive ",,
1996,"Haemophilus influenzae Disease, non-b, Invasive ",,
1997,"Haemophilus influenzae Disease, non-b, Invasive ",,
1998,"Haemophilus influenzae Disease, non-b, Invasive ",,
1999,"Haemophilus influenzae Disease, non-b, Invasive ",,
2000,"Haemophilus influenzae Disease, non-b, Invasive ",,
2001,"Haemophilus influenzae Disease, non-b, Invasive ",,
2002,"Haemophilus influenzae Disease, non-b, Invasive ",,
2003,"Haemophilus influenzae Disease, non-b, Invasive ",,
2004,"Haemophilus influenzae Disease, non-b, Invasive ",,
2005,"Haemophilus influenzae Disease, non-b, Invasive ",,
2006,"Haemophilus influenzae Disease, non-b, Invasive ",,
2007,"Haemophilus influenzae Disease, non-b, Invasive ",87,0.83
2008,"Haemophilus influenzae Disease, non-b, Invasive ",100,0.95
2009,"Haemophilus influenzae Disease, non-b, Invasive ",109,1.02
2010,"Haemophilus influenzae Disease, non-b, Invasive ",140,1.3
2011,"Haemophilus influenzae Disease, non-b, Invasive ",214,1.39
2012,"Haemophilus influenzae Disease, non-b, Invasive ",271,1.39
2013,"Haemophilus influenzae Disease, non-b, Invasive ",290,1.46
